gender,age,birth_year,race,immigrant_status,marital_status,child_number,age_first_marriage,age_first_childbirth,education,occupation,income,health_work_difficulty,profile_id
Female,26,1953,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,22.0,22.0,College and above,"Operators, Fabricators, and Laborers",0.0,Health doesn't affect work,589
Female,26,1953,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,16.0,18.0,Less than high school,,0.0,Health doesn't affect work,590
Male,21,1958,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,18.0,,College and above,Clerical and Administrative Support Occupations,13505.0,Health doesn't affect work,591
Female,76,1903,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,2.0,35.0,,College and above,,3770.0,Health affects work,592
Female,69,1910,"Non-Black, Non-Hispanic",Non-immigrant,Married,1.0,19.0,,High school,Sales Occupations,2805.0,Health doesn't affect work,593
Male,19,1960,"Non-Black, Non-Hispanic",Immigrant,Single,0.0,,,College and above,Sales Occupations,6005.0,Health doesn't affect work,594
Female,53,1927,"Non-Black, Non-Hispanic",Non-immigrant,Married,5.0,21.0,37.0,College and above,Sales Occupations,0.0,Health doesn't affect work,595
Female,21,1958,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,College and above,Sales Occupations,1885.0,Health doesn't affect work,596
Male,52,1927,Black,Immigrant,Married,0.0,52.0,,Less than high school,"Precision Production, Craft, and Repair Occupations",15005.0,Health doesn't affect work,597
Female,27,1953,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,1.0,19.0,20.0,High school,Managerial Occupations,7410.0,Health doesn't affect work,598
Female,33,1946,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,22.0,25.0,College and above,Clerical and Administrative Support Occupations,0.0,Health doesn't affect work,599
Male,24,1955,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,22.0,24.0,High school,Clerical and Administrative Support Occupations,10005.0,Health doesn't affect work,600
Male,51,1928,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,25.0,32.0,College and above,Professional Specialty Occupations,75000.0,Health doesn't affect work,601
Female,24,1955,"Non-Black, Non-Hispanic",Non-immigrant,Married,1.0,20.0,24.0,High school,Sales Occupations,1805.0,Health doesn't affect work,602
Male,40,1940,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,27.0,23.0,College and above,Managerial Occupations,33005.0,Health doesn't affect work,603
Female,56,1923,Hispanic,Immigrant,Married,10.0,29.0,32.0,Less than high school,"Operators, Fabricators, and Laborers",1505.0,Health affects work,604
Male,36,1944,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,20.0,24.0,College and above,Professional Specialty Occupations,55365.0,Health doesn't affect work,605
Male,54,1925,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,26.0,35.0,College and above,Managerial Occupations,29010.0,Health doesn't affect work,606
Female,62,1917,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,18.0,,High school,Sales Occupations,0.0,Health doesn't affect work,607
Female,19,1960,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,High school,"Operators, Fabricators, and Laborers",7180.0,Health doesn't affect work,608
Male,13,1967,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,609
Male,26,1953,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,High school,"Precision Production, Craft, and Repair Occupations",5005.0,Health doesn't affect work,610
Female,22,1957,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,21.0,,High school,"Operators, Fabricators, and Laborers",4805.0,Health doesn't affect work,611
Female,38,1941,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,20.0,21.0,High school,"Operators, Fabricators, and Laborers",5105.0,Health doesn't affect work,612
Female,1,1978,Hispanic,Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,613
Male,27,1952,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,College and above,Professional Specialty Occupations,17165.0,Health doesn't affect work,614
Female,13,1966,Hispanic,Immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,615
Female,2,1978,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,616
Male,57,1922,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,28.0,32.0,High school,Service Occupations,25270.0,Health doesn't affect work,617
Male,11,1968,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,618
Male,55,1924,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,19.0,24.0,Less than high school,"Operators, Fabricators, and Laborers",12575.0,Health doesn't affect work,619
Female,49,1931,"Non-Black, Non-Hispanic",Non-immigrant,Married,5.0,16.0,,High school,Clerical and Administrative Support Occupations,8420.0,Health doesn't affect work,620
Male,37,1942,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,22.0,24.0,College and above,Professional Specialty Occupations,22025.0,Health doesn't affect work,621
Male,69,1910,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,26.0,,Less than high school,,3855.0,Health affects work,622
Male,6,1973,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,623
Female,75,1905,"Non-Black, Non-Hispanic",Immigrant,Divorced/widowed,0.0,16.0,,Less than high school,,3605.0,Health doesn't affect work,624
Male,5,1975,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,625
Male,34,1945,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,29.0,30.0,College and above,"Precision Production, Craft, and Repair Occupations",59805.0,Health doesn't affect work,626
Male,46,1933,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,18.0,25.0,College and above,Managerial Occupations,50005.0,Health doesn't affect work,627
Female,9,1971,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,628
Female,62,1917,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,27.0,,High school,"Operators, Fabricators, and Laborers",1205.0,Health doesn't affect work,629
Male,52,1927,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,23.0,29.0,High school,"Farming, Forestry, and Fishing Occupations",20005.0,Health doesn't affect work,630
Male,3,1976,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,631
Female,26,1953,"Non-Black, Non-Hispanic",Non-immigrant,Married,3.0,18.0,18.0,College and above,Clerical and Administrative Support Occupations,8505.0,Health doesn't affect work,632
Female,34,1945,"Non-Black, Non-Hispanic",Non-immigrant,Married,3.0,22.0,28.0,College and above,,0.0,Health doesn't affect work,633
Female,24,1955,"Non-Black, Non-Hispanic",Non-immigrant,Married,1.0,18.0,20.0,Less than high school,,235.0,Health doesn't affect work,634
Female,49,1930,"Non-Black, Non-Hispanic",Non-immigrant,Married,3.0,22.0,27.0,High school,,0.0,Health doesn't affect work,635
Female,20,1959,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,High school,Clerical and Administrative Support Occupations,8005.0,Health doesn't affect work,636
Male,31,1949,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,22.0,25.0,College and above,Professional Specialty Occupations,18570.0,Health doesn't affect work,637
Female,59,1921,"Non-Black, Non-Hispanic",Non-immigrant,Married,1.0,21.0,,High school,,0.0,Health affects work,638
Male,79,1900,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,24.0,,High school,,15415.0,Health doesn't affect work,639
Female,16,1963,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,High school,Sales Occupations,205.0,Health doesn't affect work,640
Male,32,1947,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,22.0,24.0,College and above,Professional Specialty Occupations,35005.0,Health doesn't affect work,641
Male,42,1937,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,21.0,23.0,High school,"Operators, Fabricators, and Laborers",23005.0,Health doesn't affect work,642
Female,0,1979,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,643
Female,78,1902,"Non-Black, Non-Hispanic",Immigrant,Single,0.0,,,High school,,3505.0,Health affects work,644
Male,45,1934,Black,Non-immigrant,Married,0.0,23.0,28.0,High school,Clerical and Administrative Support Occupations,13005.0,Health doesn't affect work,645
Male,27,1952,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,23.0,23.0,High school,"Operators, Fabricators, and Laborers",22005.0,Health doesn't affect work,646
Female,35,1944,Black,Immigrant,Single,0.0,,,High school,"Precision Production, Craft, and Repair Occupations",22455.0,Health doesn't affect work,647
Female,10,1970,Hispanic,Immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,648
Female,57,1922,"Non-Black, Non-Hispanic",Non-immigrant,Married,1.0,25.0,19.0,High school,,0.0,Health doesn't affect work,649
Female,19,1960,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,18.0,,High school,Clerical and Administrative Support Occupations,7005.0,Health doesn't affect work,650
Male,69,1910,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,20.0,,Less than high school,,6950.0,Health doesn't affect work,651
Male,7,1972,"Non-Black, Non-Hispanic",Immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,652
Male,23,1956,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,22.0,,High school,"Precision Production, Craft, and Repair Occupations",20060.0,Health doesn't affect work,653
Male,55,1924,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,18.0,,College and above,Professional Specialty Occupations,17005.0,Health doesn't affect work,654
Female,34,1946,"Non-Black, Non-Hispanic",Immigrant,Married,2.0,19.0,21.0,College and above,Professional Specialty Occupations,12430.0,Health doesn't affect work,655
Female,16,1963,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,High school,Sales Occupations,15.0,Health doesn't affect work,656
Female,26,1954,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,24.0,,College and above,Professional Specialty Occupations,16220.0,Health doesn't affect work,657
Male,20,1959,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,High school,Service Occupations,6005.0,Health doesn't affect work,658
Female,37,1943,"Non-Black, Non-Hispanic",Non-immigrant,Married,6.0,17.0,20.0,High school,"Precision Production, Craft, and Repair Occupations",5010.0,Health doesn't affect work,659
Female,40,1939,"Non-Black, Non-Hispanic",Non-immigrant,Married,4.0,17.0,,High school,Professional Specialty Occupations,0.0,Health doesn't affect work,660
Female,9,1970,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,661
Male,74,1905,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,23.0,,High school,,5320.0,Health affects work,662
Male,13,1967,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,663
Male,25,1954,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,0.0,20.0,,College and above,"Farming, Forestry, and Fishing Occupations",6255.0,Health doesn't affect work,664
Female,17,1962,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,High school,,0.0,Health affects work,665
Female,16,1964,"Non-Black, Non-Hispanic",Immigrant,Single,0.0,,,High school,Sales Occupations,1955.0,Health doesn't affect work,666
Male,53,1926,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,25.0,34.0,High school,Professional Specialty Occupations,21510.0,Health doesn't affect work,667
Female,20,1959,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,18.0,,High school,Clerical and Administrative Support Occupations,6505.0,Health doesn't affect work,668
Male,9,1970,Black,Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,669
Male,83,1897,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,36.0,,Less than high school,,12505.0,Health doesn't affect work,670
Female,46,1933,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,17.0,,High school,Service Occupations,0.0,Health doesn't affect work,671
Male,38,1942,Black,Non-immigrant,Married,0.0,24.0,,High school,Military Occupations,12255.0,Health doesn't affect work,672
Female,42,1937,"Non-Black, Non-Hispanic",Non-immigrant,Married,8.0,17.0,24.0,High school,Service Occupations,7305.0,Health doesn't affect work,673
Female,78,1901,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,0.0,26.0,,High school,,3065.0,Health doesn't affect work,674
Male,19,1960,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,High school,,0.0,Health doesn't affect work,675
Female,54,1925,Black,Non-immigrant,Married,0.0,28.0,,College and above,Professional Specialty Occupations,15030.0,Health doesn't affect work,676
Male,3,1976,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,677
Male,79,1900,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,0.0,22.0,,High school,,10660.0,Health doesn't affect work,678
Male,45,1934,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,24.0,33.0,College and above,Managerial Occupations,23910.0,Health doesn't affect work,679
Male,41,1938,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,19.0,23.0,High school,"Operators, Fabricators, and Laborers",9985.0,Health doesn't affect work,680
Female,44,1936,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,High school,Professional Specialty Occupations,15730.0,Health doesn't affect work,681
Male,26,1953,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,25.0,26.0,College and above,"Precision Production, Craft, and Repair Occupations",26040.0,Health doesn't affect work,682
Female,10,1969,Black,Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,683
Male,27,1952,Black,Non-immigrant,Single,0.0,,,High school,,0.0,Health doesn't affect work,684
Male,5,1974,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,685
Female,45,1934,"Non-Black, Non-Hispanic",Non-immigrant,Married,3.0,18.0,24.0,High school,,0.0,Health doesn't affect work,686
Male,32,1948,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,26.0,28.0,High school,"Operators, Fabricators, and Laborers",16005.0,Health doesn't affect work,687
Male,19,1961,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,High school,Professional Specialty Occupations,405.0,Health doesn't affect work,688
Female,86,1893,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,2.0,22.0,,Less than high school,,2530.0,Health affects work,689
Male,6,1973,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,690
Male,52,1927,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,25.0,33.0,High school,"Precision Production, Craft, and Repair Occupations",10440.0,Health doesn't affect work,691
Male,4,1975,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,692
Female,60,1919,Black,Non-immigrant,Divorced/widowed,0.0,17.0,,High school,,2885.0,Health affects work,693
Female,26,1953,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,20.0,21.0,College and above,Clerical and Administrative Support Occupations,3005.0,Health doesn't affect work,694
Male,51,1928,Black,Non-immigrant,Married,0.0,25.0,,High school,"Precision Production, Craft, and Repair Occupations",1405.0,Health doesn't affect work,695
Female,32,1947,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,18.0,19.0,High school,Clerical and Administrative Support Occupations,8505.0,Health doesn't affect work,696
Male,29,1951,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,21.0,29.0,College and above,Professional Specialty Occupations,20005.0,Health doesn't affect work,697
Male,17,1962,Hispanic,Non-immigrant,Single,0.0,,,High school,Managerial Occupations,1105.0,Health doesn't affect work,698
Male,25,1954,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,0.0,Health doesn't affect work,699
Male,10,1970,Black,Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,700
Female,15,1964,Hispanic,Non-immigrant,Single,0.0,,,High school,,0.0,Health doesn't affect work,701
Male,5,1975,Black,Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,702
Male,19,1960,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,"Operators, Fabricators, and Laborers",9005.0,Health doesn't affect work,703
Male,17,1962,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,High school,Sales Occupations,2940.0,Health doesn't affect work,704
Female,27,1952,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,18.0,,High school,"Operators, Fabricators, and Laborers",6020.0,Health doesn't affect work,705
Female,32,1948,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,19.0,,High school,Clerical and Administrative Support Occupations,10005.0,Health doesn't affect work,706
Male,18,1961,Black,Non-immigrant,Single,0.0,,,Less than high school,"Operators, Fabricators, and Laborers",1405.0,Health doesn't affect work,707
Female,27,1952,"Non-Black, Non-Hispanic",Non-immigrant,Married,1.0,17.0,18.0,High school,Service Occupations,0.0,Health doesn't affect work,708
Male,43,1936,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,23.0,24.0,High school,"Precision Production, Craft, and Repair Occupations",30130.0,Health doesn't affect work,709
Male,7,1972,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,710
Female,11,1968,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,711
Male,0,1979,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,712
Female,21,1958,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,21.0,,College and above,Sales Occupations,3005.0,Health doesn't affect work,713
Male,19,1960,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,High school,"Operators, Fabricators, and Laborers",0.0,Health doesn't affect work,714
Female,8,1972,Hispanic,Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,715
Male,37,1942,"Non-Black, Non-Hispanic",Immigrant,Married,0.0,23.0,24.0,College and above,Managerial Occupations,24005.0,Health doesn't affect work,716
Female,52,1928,Black,Non-immigrant,Married,2.0,18.0,19.0,College and above,Professional Specialty Occupations,18005.0,Health affects work,717
Female,7,1972,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,718
Female,33,1946,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,33.0,,College and above,Professional Specialty Occupations,13080.0,Health doesn't affect work,719
Male,55,1924,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,32.0,,High school,"Precision Production, Craft, and Repair Occupations",13005.0,Health doesn't affect work,720
Male,15,1964,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,2205.0,Health doesn't affect work,721
Male,74,1906,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,26.0,54.0,Less than high school,"Operators, Fabricators, and Laborers",0.0,Health doesn't affect work,722
Male,2,1978,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,723
Female,39,1940,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,21.0,,College and above,Professional Specialty Occupations,21305.0,Health doesn't affect work,724
Female,52,1927,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,1.0,19.0,,College and above,Sales Occupations,2410.0,Health doesn't affect work,725
Male,8,1971,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,726
Female,12,1967,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,727
Female,35,1944,"Non-Black, Non-Hispanic",Non-immigrant,Married,1.0,23.0,23.0,High school,Clerical and Administrative Support Occupations,15570.0,Health doesn't affect work,728
Female,33,1946,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,College and above,Clerical and Administrative Support Occupations,10020.0,Health doesn't affect work,729
Female,30,1949,"Non-Black, Non-Hispanic",Non-immigrant,Married,1.0,19.0,28.0,Less than high school,"Operators, Fabricators, and Laborers",0.0,Health doesn't affect work,730
Male,5,1975,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,731
Female,62,1917,"Non-Black, Non-Hispanic",Non-immigrant,Married,3.0,20.0,,High school,"Operators, Fabricators, and Laborers",3010.0,Health affects work,732
Male,17,1962,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,"Farming, Forestry, and Fishing Occupations",945.0,Health doesn't affect work,733
Female,33,1946,Black,Immigrant,Divorced/widowed,0.0,29.0,,College and above,Professional Specialty Occupations,21005.0,Health doesn't affect work,734
Female,30,1949,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,2.0,22.0,21.0,High school,Sales Occupations,14635.0,Health doesn't affect work,735
Male,37,1942,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,19.0,28.0,College and above,Managerial Occupations,22805.0,Health doesn't affect work,736
Female,30,1949,"Non-Black, Non-Hispanic",Non-immigrant,Married,1.0,22.0,29.0,College and above,Professional Specialty Occupations,21005.0,Health doesn't affect work,737
Male,24,1955,Black,Non-immigrant,Single,0.0,,,High school,"Operators, Fabricators, and Laborers",14295.0,Health doesn't affect work,738
Male,24,1956,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,College and above,Technicians and Related Support Occupations,14005.0,Health doesn't affect work,739
Female,21,1959,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,High school,Service Occupations,5005.0,Health doesn't affect work,740
Female,54,1925,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,2.0,19.0,,Less than high school,"Operators, Fabricators, and Laborers",5710.0,Health affects work,741
Female,6,1973,Black,Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,742
Female,58,1921,"Non-Black, Non-Hispanic",Non-immigrant,Married,1.0,21.0,,High school,Sales Occupations,0.0,Health doesn't affect work,743
Female,31,1948,Black,Non-immigrant,Married,8.0,19.0,17.0,High school,,0.0,Health doesn't affect work,744
Male,7,1972,"Non-Black, Non-Hispanic",Immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,745
Female,82,1897,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,3.0,22.0,,Less than high school,,2390.0,Health doesn't affect work,746
Female,35,1944,"Non-Black, Non-Hispanic",Non-immigrant,Married,7.0,18.0,18.0,Less than high school,Service Occupations,2965.0,Health doesn't affect work,747
Male,25,1955,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,College and above,"Operators, Fabricators, and Laborers",13765.0,Health doesn't affect work,748
Female,35,1944,"Non-Black, Non-Hispanic",Non-immigrant,Married,4.0,19.0,20.0,High school,Technicians and Related Support Occupations,16505.0,Health doesn't affect work,749
Female,16,1963,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,High school,,0.0,Health doesn't affect work,750
Female,4,1975,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,751
Male,21,1959,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,High school,Service Occupations,320.0,Health doesn't affect work,752
Female,51,1929,"Non-Black, Non-Hispanic",Non-immigrant,Married,3.0,17.0,25.0,College and above,Clerical and Administrative Support Occupations,10005.0,Health doesn't affect work,753
Female,47,1932,"Non-Black, Non-Hispanic",Non-immigrant,Married,3.0,20.0,30.0,High school,,0.0,Health doesn't affect work,754
Female,0,1979,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,755
Male,30,1950,Black,Non-immigrant,Single,0.0,,,College and above,Professional Specialty Occupations,11140.0,Health doesn't affect work,756
Female,21,1958,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,17.0,18.0,High school,Clerical and Administrative Support Occupations,305.0,Health doesn't affect work,757
Male,13,1966,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,758
Female,40,1939,"Non-Black, Non-Hispanic",Non-immigrant,Married,1.0,25.0,31.0,College and above,Managerial Occupations,22865.0,Health doesn't affect work,759
Male,5,1974,Black,Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,760
Male,17,1962,Hispanic,Non-immigrant,Single,0.0,,,Less than high school,,0.0,Health doesn't affect work,761
Male,22,1957,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,College and above,Sales Occupations,10015.0,Health doesn't affect work,762
Female,16,1964,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,Service Occupations,1005.0,Health doesn't affect work,763
Male,60,1920,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,21.0,,High school,Managerial Occupations,58010.0,Health doesn't affect work,764
Male,65,1914,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,20.0,,High school,Sales Occupations,8965.0,Health doesn't affect work,765
Female,6,1973,Black,Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,766
Male,11,1968,"Non-Black, Non-Hispanic",Immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,767
Female,42,1937,Black,Non-immigrant,Married,4.0,17.0,27.0,College and above,Professional Specialty Occupations,9205.0,Health doesn't affect work,768
Male,5,1974,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,769
Female,75,1904,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,0.0,38.0,,High school,Service Occupations,4205.0,Health doesn't affect work,770
Male,64,1915,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,35.0,,High school,"Operators, Fabricators, and Laborers",21110.0,Health doesn't affect work,771
Female,32,1947,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,20.0,25.0,College and above,Professional Specialty Occupations,2005.0,Health doesn't affect work,772
Female,47,1932,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,16.0,,High school,Managerial Occupations,18165.0,Health doesn't affect work,773
Female,18,1962,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,High school,Service Occupations,1930.0,Health doesn't affect work,774
Female,19,1960,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,College and above,Clerical and Administrative Support Occupations,1220.0,Health doesn't affect work,775
Female,50,1929,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,0.0,21.0,,High school,Service Occupations,7570.0,Health affects work,776
Male,27,1952,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,19.0,22.0,High school,Clerical and Administrative Support Occupations,21030.0,Health doesn't affect work,777
Female,20,1959,Hispanic,Non-immigrant,Married,0.0,18.0,,College and above,Sales Occupations,2205.0,Health doesn't affect work,778
Male,20,1959,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,High school,Military Occupations,7010.0,Health doesn't affect work,779
Male,8,1971,Black,Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,780
Female,18,1961,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,High school,"Operators, Fabricators, and Laborers",3005.0,Health doesn't affect work,781
Male,10,1969,Black,Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,782
Female,1,1978,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,783
Female,31,1948,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,20.0,23.0,High school,"Operators, Fabricators, and Laborers",5010.0,Health doesn't affect work,784
Female,44,1935,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,21.0,26.0,College and above,Professional Specialty Occupations,11760.0,Health doesn't affect work,785
